"date","offense","num_felonies"
2014-07-03,"ROBBERY",40
2014-07-04,"BURGLARY",52
2014-07-04,"FELONY ASSAULT",61
2014-07-04,"GRAND LARCENY",96
2014-07-04,"GRAND LARCENY OF MOTOR VEHICLE",27
2014-07-04,"RAPE",5
2014-07-04,"ROBBERY",55
2014-07-05,"BURGLARY",39
2014-07-05,"FELONY ASSAULT",103
2014-07-05,"GRAND LARCENY",108
2014-07-05,"GRAND LARCENY OF MOTOR VEHICLE",15
2014-07-05,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-07-05,"RAPE",3
2014-07-05,"ROBBERY",44
2014-07-06,"BURGLARY",34
2014-07-06,"FELONY ASSAULT",89
2014-07-06,"GRAND LARCENY",116
2014-07-06,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-07-06,"MURDER & NON-NEGL. MANSLAUGHTE",6
2014-07-06,"RAPE",4
2014-07-06,"ROBBERY",41
2014-07-07,"BURGLARY",48
2014-07-07,"FELONY ASSAULT",64
2014-07-07,"GRAND LARCENY",160
2014-07-07,"GRAND LARCENY OF MOTOR VEHICLE",27
2014-07-07,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-07-07,"RAPE",3
2014-07-07,"ROBBERY",55
2014-07-08,"BURGLARY",49
2014-07-08,"FELONY ASSAULT",54
2014-07-08,"GRAND LARCENY",146
2014-07-08,"GRAND LARCENY OF MOTOR VEHICLE",25
2014-07-08,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-07-08,"RAPE",2
2014-07-08,"ROBBERY",45
2014-07-09,"BURGLARY",42
2014-07-09,"FELONY ASSAULT",53
2014-07-09,"GRAND LARCENY",115
2014-07-09,"GRAND LARCENY OF MOTOR VEHICLE",32
2014-07-09,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-07-09,"RAPE",4
2014-07-09,"ROBBERY",31
2014-07-10,"BURGLARY",54
2014-07-10,"FELONY ASSAULT",55
2014-07-10,"GRAND LARCENY",141
2014-07-10,"GRAND LARCENY OF MOTOR VEHICLE",28
2014-07-10,"RAPE",2
2014-07-10,"ROBBERY",54
2014-07-11,"BURGLARY",56
2014-07-11,"FELONY ASSAULT",48
2014-07-11,"GRAND LARCENY",131
2014-07-11,"GRAND LARCENY OF MOTOR VEHICLE",17
2014-07-11,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-07-11,"RAPE",2
2014-07-11,"ROBBERY",35
2014-07-12,"BURGLARY",56
2014-07-12,"FELONY ASSAULT",81
2014-07-12,"GRAND LARCENY",126
2014-07-12,"GRAND LARCENY OF MOTOR VEHICLE",25
2014-07-12,"RAPE",2
2014-07-12,"ROBBERY",48
2014-07-13,"BURGLARY",35
2014-07-13,"FELONY ASSAULT",78
2014-07-13,"GRAND LARCENY",116
2014-07-13,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-07-13,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-07-13,"RAPE",5
2014-07-13,"ROBBERY",48
2014-07-14,"BURGLARY",64
2014-07-14,"FELONY ASSAULT",65
2014-07-14,"GRAND LARCENY",140
2014-07-14,"GRAND LARCENY OF MOTOR VEHICLE",26
2014-07-14,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-07-14,"RAPE",4
2014-07-14,"ROBBERY",63
2014-07-15,"BURGLARY",46
2014-07-15,"FELONY ASSAULT",57
2014-07-15,"GRAND LARCENY",129
2014-07-15,"GRAND LARCENY OF MOTOR VEHICLE",26
2014-07-15,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-07-15,"RAPE",1
2014-07-15,"ROBBERY",47
2014-07-16,"BURGLARY",47
2014-07-16,"FELONY ASSAULT",38
2014-07-16,"GRAND LARCENY",133
2014-07-16,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-07-16,"RAPE",5
2014-07-16,"ROBBERY",45
2014-07-17,"BURGLARY",45
2014-07-17,"FELONY ASSAULT",53
2014-07-17,"GRAND LARCENY",120
2014-07-17,"GRAND LARCENY OF MOTOR VEHICLE",27
2014-07-17,"RAPE",2
2014-07-17,"ROBBERY",40
2014-07-18,"BURGLARY",64
2014-07-18,"FELONY ASSAULT",63
2014-07-18,"GRAND LARCENY",128
2014-07-18,"GRAND LARCENY OF MOTOR VEHICLE",32
2014-07-18,"RAPE",1
2014-07-18,"ROBBERY",45
2014-07-19,"BURGLARY",54
2014-07-19,"FELONY ASSAULT",75
2014-07-19,"GRAND LARCENY",121
2014-07-19,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-07-19,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-07-19,"RAPE",5
2014-07-19,"ROBBERY",43
2014-07-20,"BURGLARY",36
2014-07-20,"FELONY ASSAULT",80
2014-07-20,"GRAND LARCENY",110
2014-07-20,"GRAND LARCENY OF MOTOR VEHICLE",27
2014-07-20,"RAPE",8
2014-07-20,"ROBBERY",51
2014-07-21,"BURGLARY",62
2014-07-21,"FELONY ASSAULT",51
2014-07-21,"GRAND LARCENY",131
2014-07-21,"GRAND LARCENY OF MOTOR VEHICLE",29
2014-07-21,"RAPE",4
2014-07-21,"ROBBERY",52
2014-07-22,"BURGLARY",45
2014-07-22,"FELONY ASSAULT",47
2014-07-22,"GRAND LARCENY",128
2014-07-22,"GRAND LARCENY OF MOTOR VEHICLE",25
2014-07-22,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-07-22,"RAPE",2
2014-07-22,"ROBBERY",55
2014-07-23,"BURGLARY",50
2014-07-23,"FELONY ASSAULT",60
2014-07-23,"GRAND LARCENY",119
2014-07-23,"GRAND LARCENY OF MOTOR VEHICLE",38
2014-07-23,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-07-23,"RAPE",5
2014-07-23,"ROBBERY",50
2014-07-24,"BURGLARY",55
2014-07-24,"FELONY ASSAULT",60
2014-07-24,"GRAND LARCENY",125
2014-07-24,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-07-24,"RAPE",2
2014-07-24,"ROBBERY",43
2014-07-25,"BURGLARY",69
2014-07-25,"FELONY ASSAULT",47
2014-07-25,"GRAND LARCENY",149
2014-07-25,"GRAND LARCENY OF MOTOR VEHICLE",28
2014-07-25,"RAPE",3
2014-07-25,"ROBBERY",56
2014-07-26,"BURGLARY",52
2014-07-26,"FELONY ASSAULT",54
2014-07-26,"GRAND LARCENY",125
2014-07-26,"GRAND LARCENY OF MOTOR VEHICLE",31
2014-07-26,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-07-26,"RAPE",7
2014-07-26,"ROBBERY",35
2014-07-27,"BURGLARY",44
2014-07-27,"FELONY ASSAULT",92
2014-07-27,"GRAND LARCENY",112
2014-07-27,"GRAND LARCENY OF MOTOR VEHICLE",32
2014-07-27,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-07-27,"RAPE",5
2014-07-27,"ROBBERY",55
2014-07-28,"BURGLARY",59
2014-07-28,"FELONY ASSAULT",68
2014-07-28,"GRAND LARCENY",127
2014-07-28,"GRAND LARCENY OF MOTOR VEHICLE",26
2014-07-28,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-07-28,"RAPE",3
2014-07-28,"ROBBERY",43
2014-07-29,"BURGLARY",57
2014-07-29,"FELONY ASSAULT",40
2014-07-29,"GRAND LARCENY",135
2014-07-29,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-07-29,"RAPE",6
2014-07-29,"ROBBERY",58
2014-07-30,"BURGLARY",46
2014-07-30,"FELONY ASSAULT",52
2014-07-30,"GRAND LARCENY",132
2014-07-30,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-07-30,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-07-30,"RAPE",5
2014-07-30,"ROBBERY",33
2014-07-31,"BURGLARY",53
2014-07-31,"FELONY ASSAULT",53
2014-07-31,"GRAND LARCENY",151
2014-07-31,"GRAND LARCENY OF MOTOR VEHICLE",33
2014-07-31,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-07-31,"RAPE",4
2014-07-31,"ROBBERY",55
2014-08-01,"BURGLARY",46
2014-08-01,"FELONY ASSAULT",56
2014-08-01,"GRAND LARCENY",189
2014-08-01,"GRAND LARCENY OF MOTOR VEHICLE",26
2014-08-01,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-08-01,"RAPE",9
2014-08-01,"ROBBERY",45
2014-08-02,"BURGLARY",42
2014-08-02,"FELONY ASSAULT",81
2014-08-02,"GRAND LARCENY",148
2014-08-02,"GRAND LARCENY OF MOTOR VEHICLE",13
2014-08-02,"RAPE",4
2014-08-02,"ROBBERY",49
2014-08-03,"BURGLARY",46
2014-08-03,"FELONY ASSAULT",62
2014-08-03,"GRAND LARCENY",116
2014-08-03,"GRAND LARCENY OF MOTOR VEHICLE",17
2014-08-03,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-08-03,"RAPE",5
2014-08-03,"ROBBERY",41
2014-08-04,"BURGLARY",42
2014-08-04,"FELONY ASSAULT",54
2014-08-04,"GRAND LARCENY",145
2014-08-04,"GRAND LARCENY OF MOTOR VEHICLE",30
2014-08-04,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-08-04,"RAPE",6
2014-08-04,"ROBBERY",47
2014-08-05,"BURGLARY",57
2014-08-05,"FELONY ASSAULT",50
2014-08-05,"GRAND LARCENY",99
2014-08-05,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-08-05,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-08-05,"RAPE",3
2014-08-05,"ROBBERY",46
2014-08-06,"BURGLARY",44
2014-08-06,"FELONY ASSAULT",51
2014-08-06,"GRAND LARCENY",122
2014-08-06,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-08-06,"RAPE",4
2014-08-06,"ROBBERY",61
2014-08-07,"BURGLARY",50
2014-08-07,"FELONY ASSAULT",42
2014-08-07,"GRAND LARCENY",130
2014-08-07,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-08-07,"RAPE",5
2014-08-07,"ROBBERY",36
2014-08-08,"BURGLARY",64
2014-08-08,"FELONY ASSAULT",54
2014-08-08,"GRAND LARCENY",138
2014-08-08,"GRAND LARCENY OF MOTOR VEHICLE",29
2014-08-08,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-08-08,"RAPE",4
2014-08-08,"ROBBERY",51
2014-08-09,"BURGLARY",41
2014-08-09,"FELONY ASSAULT",66
2014-08-09,"GRAND LARCENY",115
2014-08-09,"GRAND LARCENY OF MOTOR VEHICLE",25
2014-08-09,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-08-09,"RAPE",5
2014-08-09,"ROBBERY",40
2014-08-10,"BURGLARY",38
2014-08-10,"FELONY ASSAULT",85
2014-08-10,"GRAND LARCENY",117
2014-08-10,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-08-10,"MURDER & NON-NEGL. MANSLAUGHTE",3
2014-08-10,"RAPE",2
2014-08-10,"ROBBERY",59
2014-08-11,"BURGLARY",46
2014-08-11,"FELONY ASSAULT",62
2014-08-11,"GRAND LARCENY",136
2014-08-11,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-08-11,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-08-11,"RAPE",3
2014-08-11,"ROBBERY",48
2014-08-12,"BURGLARY",53
2014-08-12,"FELONY ASSAULT",56
2014-08-12,"GRAND LARCENY",116
2014-08-12,"GRAND LARCENY OF MOTOR VEHICLE",28
2014-08-12,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-08-12,"ROBBERY",36
2014-08-13,"BURGLARY",47
2014-08-13,"FELONY ASSAULT",43
2014-08-13,"GRAND LARCENY",114
2014-08-13,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-08-13,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-08-13,"RAPE",6
2014-08-13,"ROBBERY",42
2014-08-14,"BURGLARY",32
2014-08-14,"FELONY ASSAULT",42
2014-08-14,"GRAND LARCENY",143
2014-08-14,"GRAND LARCENY OF MOTOR VEHICLE",28
2014-08-14,"RAPE",3
2014-08-14,"ROBBERY",52
2014-08-15,"BURGLARY",64
2014-08-15,"FELONY ASSAULT",47
2014-08-15,"GRAND LARCENY",152
2014-08-15,"GRAND LARCENY OF MOTOR VEHICLE",37
2014-08-15,"RAPE",2
2014-08-15,"ROBBERY",43
2014-08-16,"BURGLARY",50
2014-08-16,"FELONY ASSAULT",85
2014-08-16,"GRAND LARCENY",141
2014-08-16,"GRAND LARCENY OF MOTOR VEHICLE",31
2014-08-16,"RAPE",7
2014-08-16,"ROBBERY",50
2014-08-17,"BURGLARY",46
2014-08-17,"FELONY ASSAULT",80
2014-08-17,"GRAND LARCENY",107
2014-08-17,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-08-17,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-08-17,"RAPE",9
2014-08-17,"ROBBERY",50
2014-08-18,"BURGLARY",54
2014-08-18,"FELONY ASSAULT",51
2014-08-18,"GRAND LARCENY",134
2014-08-18,"GRAND LARCENY OF MOTOR VEHICLE",29
2014-08-18,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-08-18,"RAPE",2
2014-08-18,"ROBBERY",48
2014-08-19,"BURGLARY",44
2014-08-19,"FELONY ASSAULT",50
2014-08-19,"GRAND LARCENY",125
2014-08-19,"GRAND LARCENY OF MOTOR VEHICLE",26
2014-08-19,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-08-19,"RAPE",3
2014-08-19,"ROBBERY",36
2014-08-20,"BURGLARY",45
2014-08-20,"FELONY ASSAULT",46
2014-08-20,"GRAND LARCENY",137
2014-08-20,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-08-20,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-08-20,"RAPE",3
2014-08-20,"ROBBERY",54
2014-08-21,"BURGLARY",41
2014-08-21,"FELONY ASSAULT",61
2014-08-21,"GRAND LARCENY",120
2014-08-21,"GRAND LARCENY OF MOTOR VEHICLE",29
2014-08-21,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-08-21,"RAPE",5
2014-08-21,"ROBBERY",58
2014-08-22,"BURGLARY",65
2014-08-22,"FELONY ASSAULT",69
2014-08-22,"GRAND LARCENY",133
2014-08-22,"GRAND LARCENY OF MOTOR VEHICLE",29
2014-08-22,"MURDER & NON-NEGL. MANSLAUGHTE",3
2014-08-22,"RAPE",1
2014-08-22,"ROBBERY",42
2014-08-23,"BURGLARY",37
2014-08-23,"FELONY ASSAULT",79
2014-08-23,"GRAND LARCENY",113
2014-08-23,"GRAND LARCENY OF MOTOR VEHICLE",32
2014-08-23,"RAPE",3
2014-08-23,"ROBBERY",55
2014-08-24,"BURGLARY",26
2014-08-24,"FELONY ASSAULT",94
2014-08-24,"GRAND LARCENY",112
2014-08-24,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-08-24,"RAPE",5
2014-08-24,"ROBBERY",68
2014-08-25,"BURGLARY",48
2014-08-25,"FELONY ASSAULT",45
2014-08-25,"GRAND LARCENY",121
2014-08-25,"GRAND LARCENY OF MOTOR VEHICLE",25
2014-08-25,"RAPE",2
2014-08-25,"ROBBERY",35
2014-08-26,"BURGLARY",56
2014-08-26,"FELONY ASSAULT",63
2014-08-26,"GRAND LARCENY",117
2014-08-26,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-08-26,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-08-26,"RAPE",6
2014-08-26,"ROBBERY",46
2014-08-27,"BURGLARY",55
2014-08-27,"FELONY ASSAULT",63
2014-08-27,"GRAND LARCENY",139
2014-08-27,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-08-27,"RAPE",2
2014-08-27,"ROBBERY",42
2014-08-28,"BURGLARY",58
2014-08-28,"FELONY ASSAULT",55
2014-08-28,"GRAND LARCENY",139
2014-08-28,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-08-28,"RAPE",3
2014-08-28,"ROBBERY",49
2014-08-29,"BURGLARY",82
2014-08-29,"FELONY ASSAULT",34
2014-08-29,"GRAND LARCENY",146
2014-08-29,"GRAND LARCENY OF MOTOR VEHICLE",33
2014-08-29,"RAPE",3
2014-08-29,"ROBBERY",58
2014-08-30,"BURGLARY",36
2014-08-30,"FELONY ASSAULT",78
2014-08-30,"GRAND LARCENY",136
2014-08-30,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-08-30,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-08-30,"RAPE",1
2014-08-30,"ROBBERY",50
2014-08-31,"BURGLARY",40
2014-08-31,"FELONY ASSAULT",67
2014-08-31,"GRAND LARCENY",125
2014-08-31,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-08-31,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-08-31,"RAPE",7
2014-08-31,"ROBBERY",50
2014-09-01,"BURGLARY",39
2014-09-01,"FELONY ASSAULT",73
2014-09-01,"GRAND LARCENY",155
2014-09-01,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-09-01,"MURDER & NON-NEGL. MANSLAUGHTE",5
2014-09-01,"RAPE",13
2014-09-01,"ROBBERY",52
2014-09-02,"BURGLARY",62
2014-09-02,"FELONY ASSAULT",43
2014-09-02,"GRAND LARCENY",144
2014-09-02,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-09-02,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-09-02,"RAPE",7
2014-09-02,"ROBBERY",44
2014-09-03,"BURGLARY",55
2014-09-03,"FELONY ASSAULT",65
2014-09-03,"GRAND LARCENY",135
2014-09-03,"GRAND LARCENY OF MOTOR VEHICLE",16
2014-09-03,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-09-03,"RAPE",1
2014-09-03,"ROBBERY",45
2014-09-04,"BURGLARY",39
2014-09-04,"FELONY ASSAULT",49
2014-09-04,"GRAND LARCENY",134
2014-09-04,"GRAND LARCENY OF MOTOR VEHICLE",33
2014-09-04,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-09-04,"RAPE",3
2014-09-04,"ROBBERY",48
2014-09-05,"BURGLARY",49
2014-09-05,"FELONY ASSAULT",52
2014-09-05,"GRAND LARCENY",147
2014-09-05,"GRAND LARCENY OF MOTOR VEHICLE",28
2014-09-05,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-09-05,"RAPE",3
2014-09-05,"ROBBERY",45
2014-09-06,"BURGLARY",44
2014-09-06,"FELONY ASSAULT",74
2014-09-06,"GRAND LARCENY",126
2014-09-06,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-09-06,"MURDER & NON-NEGL. MANSLAUGHTE",4
2014-09-06,"RAPE",9
2014-09-06,"ROBBERY",52
2014-09-07,"BURGLARY",40
2014-09-07,"FELONY ASSAULT",62
2014-09-07,"GRAND LARCENY",116
2014-09-07,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-09-07,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-09-07,"RAPE",3
2014-09-07,"ROBBERY",61
2014-09-08,"BURGLARY",57
2014-09-08,"FELONY ASSAULT",58
2014-09-08,"GRAND LARCENY",126
2014-09-08,"GRAND LARCENY OF MOTOR VEHICLE",27
2014-09-08,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-09-08,"RAPE",2
2014-09-08,"ROBBERY",45
2014-09-09,"BURGLARY",54
2014-09-09,"FELONY ASSAULT",45
2014-09-09,"GRAND LARCENY",114
2014-09-09,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-09-09,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-09-09,"RAPE",3
2014-09-09,"ROBBERY",39
2014-09-10,"BURGLARY",44
2014-09-10,"FELONY ASSAULT",47
2014-09-10,"GRAND LARCENY",136
2014-09-10,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-09-10,"RAPE",4
2014-09-10,"ROBBERY",39
2014-09-11,"BURGLARY",51
2014-09-11,"FELONY ASSAULT",48
2014-09-11,"GRAND LARCENY",111
2014-09-11,"GRAND LARCENY OF MOTOR VEHICLE",31
2014-09-11,"RAPE",5
2014-09-11,"ROBBERY",45
2014-09-12,"BURGLARY",49
2014-09-12,"FELONY ASSAULT",47
2014-09-12,"GRAND LARCENY",131
2014-09-12,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-09-12,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-09-12,"RAPE",2
2014-09-12,"ROBBERY",50
2014-09-13,"BURGLARY",54
2014-09-13,"FELONY ASSAULT",63
2014-09-13,"GRAND LARCENY",118
2014-09-13,"GRAND LARCENY OF MOTOR VEHICLE",25
2014-09-13,"RAPE",4
2014-09-13,"ROBBERY",42
2014-09-14,"BURGLARY",36
2014-09-14,"FELONY ASSAULT",70
2014-09-14,"GRAND LARCENY",101
2014-09-14,"GRAND LARCENY OF MOTOR VEHICLE",17
2014-09-14,"RAPE",4
2014-09-14,"ROBBERY",38
2014-09-15,"BURGLARY",72
2014-09-15,"FELONY ASSAULT",65
2014-09-15,"GRAND LARCENY",129
2014-09-15,"GRAND LARCENY OF MOTOR VEHICLE",18
2014-09-15,"RAPE",3
2014-09-15,"ROBBERY",47
2014-09-16,"BURGLARY",54
2014-09-16,"FELONY ASSAULT",42
2014-09-16,"GRAND LARCENY",122
2014-09-16,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-09-16,"RAPE",3
2014-09-16,"ROBBERY",40
2014-09-17,"BURGLARY",53
2014-09-17,"FELONY ASSAULT",45
2014-09-17,"GRAND LARCENY",130
2014-09-17,"GRAND LARCENY OF MOTOR VEHICLE",16
2014-09-17,"RAPE",5
2014-09-17,"ROBBERY",44
2014-09-18,"BURGLARY",59
2014-09-18,"FELONY ASSAULT",52
2014-09-18,"GRAND LARCENY",117
2014-09-18,"GRAND LARCENY OF MOTOR VEHICLE",27
2014-09-18,"RAPE",3
2014-09-18,"ROBBERY",43
2014-09-19,"BURGLARY",57
2014-09-19,"FELONY ASSAULT",50
2014-09-19,"GRAND LARCENY",128
2014-09-19,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-09-19,"RAPE",4
2014-09-19,"ROBBERY",60
2014-09-20,"BURGLARY",41
2014-09-20,"FELONY ASSAULT",76
2014-09-20,"GRAND LARCENY",159
2014-09-20,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-09-20,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-09-20,"RAPE",5
2014-09-20,"ROBBERY",54
2014-09-21,"BURGLARY",41
2014-09-21,"FELONY ASSAULT",64
2014-09-21,"GRAND LARCENY",104
2014-09-21,"GRAND LARCENY OF MOTOR VEHICLE",32
2014-09-21,"MURDER & NON-NEGL. MANSLAUGHTE",4
2014-09-21,"ROBBERY",46
2014-09-22,"BURGLARY",64
2014-09-22,"FELONY ASSAULT",42
2014-09-22,"GRAND LARCENY",124
2014-09-22,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-09-22,"RAPE",4
2014-09-22,"ROBBERY",47
2014-09-23,"BURGLARY",52
2014-09-23,"FELONY ASSAULT",47
2014-09-23,"GRAND LARCENY",130
2014-09-23,"GRAND LARCENY OF MOTOR VEHICLE",14
2014-09-23,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-09-23,"RAPE",3
2014-09-23,"ROBBERY",49
2014-09-24,"BURGLARY",56
2014-09-24,"FELONY ASSAULT",53
2014-09-24,"GRAND LARCENY",117
2014-09-24,"GRAND LARCENY OF MOTOR VEHICLE",18
2014-09-24,"ROBBERY",51
2014-09-25,"BURGLARY",55
2014-09-25,"FELONY ASSAULT",50
2014-09-25,"GRAND LARCENY",113
2014-09-25,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-09-25,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-09-25,"RAPE",4
2014-09-25,"ROBBERY",56
2014-09-26,"BURGLARY",55
2014-09-26,"FELONY ASSAULT",46
2014-09-26,"GRAND LARCENY",128
2014-09-26,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-09-26,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-09-26,"RAPE",4
2014-09-26,"ROBBERY",50
2014-09-27,"BURGLARY",45
2014-09-27,"FELONY ASSAULT",84
2014-09-27,"GRAND LARCENY",145
2014-09-27,"GRAND LARCENY OF MOTOR VEHICLE",18
2014-09-27,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-09-27,"RAPE",3
2014-09-27,"ROBBERY",48
2014-09-28,"BURGLARY",37
2014-09-28,"FELONY ASSAULT",73
2014-09-28,"GRAND LARCENY",115
2014-09-28,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-09-28,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-09-28,"RAPE",4
2014-09-28,"ROBBERY",52
2014-09-29,"BURGLARY",33
2014-09-29,"FELONY ASSAULT",58
2014-09-29,"GRAND LARCENY",125
2014-09-29,"GRAND LARCENY OF MOTOR VEHICLE",26
2014-09-29,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-09-29,"RAPE",3
2014-09-29,"ROBBERY",46
2014-09-30,"BURGLARY",59
2014-09-30,"FELONY ASSAULT",54
2014-09-30,"GRAND LARCENY",138
2014-09-30,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-09-30,"RAPE",1
2014-09-30,"ROBBERY",43
2014-10-01,"BURGLARY",59
2014-10-01,"FELONY ASSAULT",42
2014-10-01,"GRAND LARCENY",178
2014-10-01,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-10-01,"RAPE",10
2014-10-01,"ROBBERY",51
2014-10-02,"BURGLARY",63
2014-10-02,"FELONY ASSAULT",51
2014-10-02,"GRAND LARCENY",138
2014-10-02,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-10-02,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-10-02,"RAPE",5
2014-10-02,"ROBBERY",48
2014-10-03,"BURGLARY",59
2014-10-03,"FELONY ASSAULT",44
2014-10-03,"GRAND LARCENY",143
2014-10-03,"GRAND LARCENY OF MOTOR VEHICLE",25
2014-10-03,"RAPE",2
2014-10-03,"ROBBERY",54
2014-10-04,"BURGLARY",36
2014-10-04,"FELONY ASSAULT",81
2014-10-04,"GRAND LARCENY",115
2014-10-04,"GRAND LARCENY OF MOTOR VEHICLE",29
2014-10-04,"RAPE",6
2014-10-04,"ROBBERY",54
2014-10-05,"BURGLARY",27
2014-10-05,"FELONY ASSAULT",64
2014-10-05,"GRAND LARCENY",120
2014-10-05,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-10-05,"MURDER & NON-NEGL. MANSLAUGHTE",3
2014-10-05,"RAPE",1
2014-10-05,"ROBBERY",39
2014-10-06,"BURGLARY",45
2014-10-06,"FELONY ASSAULT",48
2014-10-06,"GRAND LARCENY",133
2014-10-06,"GRAND LARCENY OF MOTOR VEHICLE",13
2014-10-06,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-10-06,"RAPE",3
2014-10-06,"ROBBERY",47
2014-10-07,"BURGLARY",42
2014-10-07,"FELONY ASSAULT",59
2014-10-07,"GRAND LARCENY",125
2014-10-07,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-10-07,"RAPE",2
2014-10-07,"ROBBERY",44
2014-10-08,"BURGLARY",51
2014-10-08,"FELONY ASSAULT",48
2014-10-08,"GRAND LARCENY",120
2014-10-08,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-10-08,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-10-08,"RAPE",5
2014-10-08,"ROBBERY",39
2014-10-09,"BURGLARY",43
2014-10-09,"FELONY ASSAULT",51
2014-10-09,"GRAND LARCENY",120
2014-10-09,"GRAND LARCENY OF MOTOR VEHICLE",25
2014-10-09,"RAPE",2
